	Exp027703	Exp027705	Exp027706	Exp027710	Exp027718	Exp027719	Exp027720	Exp027723	Exp027727	Exp031328	Exp033151	Exp033884	Exp033885	Exp033892	Exp033897	Exp033899	Exp034539	Exp034558	Exp034561	Exp034562	Exp034566	Exp034568	Exp034955	Exp034956	Exp034957	Exp034958	Exp035076	Exp035077	Exp027707	Exp027709	Exp027711	Exp027713	Exp027716	Exp027721	Exp027722	Exp027724	Exp027728	Exp028551	Exp031327	Exp033040	Exp033042	Exp033043	Exp033044	Exp033045	Exp033294	Exp033298	Exp033883	Exp033886	Exp033887	Exp033888	Exp033889	Exp033893	Exp033895	Exp035078	Exp035079	Exp036989	Exp036990	Exp036992	Exp036993	Exp036994	Exp036995	Exp036996	Exp036997	Exp036998	Exp036999	Exp037000	Exp037001	Exp037002	Exp037003	Exp037004	Exp037005	Exp037007	Exp037009	Exp037010	Exp037011	Exp037012	Exp037016	Exp037018	Exp037020	Exp037021	Exp037022	Exp037023	Exp037024	Exp043648	Exp027725	Exp028546	Exp028547	Exp028548	Exp028550	Exp028837	Exp030426	Exp030909	Exp031239	Exp031241	Exp031330	Exp031332	Exp031333	Exp031334	Exp033003	Exp033005	Exp033041	Exp033047	Exp033048	Exp033049	Exp033148	Exp033149	Exp033150	Exp033295	Exp033296	Exp033297	Exp033299	Exp033301	Exp033303	Exp033880	Exp033881	Exp033890	Exp033891	Exp034526	Exp034527	Exp034528	Exp034529	Exp034530	Exp034531	Exp034532	Exp034533	Exp034540	Exp034541	Exp034542	Exp034552	Exp034560	Exp034563	Exp034565	Exp034952	Exp034954	Exp034966	Exp035060	Exp035061	Exp035062	Exp035066	Exp035067	Exp035080	Exp035081	Exp035083	Exp037006	Exp041345	Exp041346	Exp041347	Exp041348	Exp041349	Exp041351	Exp041353	Exp041354	Exp041355	Exp041357	Exp041358	Exp042805	Exp042811	Exp043639	Exp043641	Exp028839	Exp033002	Exp033152	Exp033302	Exp034567	Exp034961	Exp034962	Exp034964	Exp035063	Exp035064	Exp035065	Exp035069	Exp035070	Exp035071	Exp035072	Exp035073	Exp035074	Exp036991	Exp042803	Exp042810
GPI	6.2653	2.6994	1.6929	3.0681	6.406	2	12.4753	5.0154	6.5775	1.8989	2.0408	5.2449	16.8461	10.3864	17.3078	11.8783	12.6834	24.3782	3.2469	12	6.9619	5.7336	23.2402	35.9345	28.8726	28.8557	16.3956	14.6938	2.4569	3.3994	6.8267	19.6594	9.996	7.476	7.2174	13.9548	4.4269	15.6558	12.0635	13.4746	15.7894	11.1784	12.0252	11.0001	21.8787	3.6901	6.6277	13.0447	8.8227	25.972	11.0522	8.2606	19.5143	12.8364	22.1533	8.7346	6.2403	9.3967	2.8317	7.1988	7.0676	7.7387	10.5648	11.589	4.7161	2.3322	18.3103	111.9983	9.3618	24.4002	9.8249	14.7153	5.8861	53.7002	37.9113	19.9987	21.5043	14.085	6.1324	17.855	12.3815	25.1579	24.7706	11.9122	12.1879	21.5221	1.5344	21.1212	30.3573	14.5146	36.2843	9.6953	9.768	11.4095	11.7356	17.1543	8.2207	14.4719	9.2121	25.8507	18.9165	11.4926	11.9282	22.6688	17.67	30.3912	16.9391	8.4721	14.9562	23.2599	18.8289	17.5501	18.1532	48.7435	36.6262	20.0809	30.2345	15.2523	23.6456	52.8151	15.8789	20.2815	10.9446	23.1564	35.6235	6.2938	11.1439	70.3977	49.6879	13.2701	8.4689	5.1655	8.7634	16.691	25.3985	10.5694	53.7699	16.7354	9.094	10.8579	11.4349	3.0334	6.5252	10.3549	19.7966	34.6111	21.7216	6.7424	23.2042	21.2419	19.3287	27.7587	6.4245	5.0085	15.9707	12.0497	9.4649	9.2879	22.1925	3.8453	6.0387	2.6282	10.6034	4.2313	43.9377	29.2684	31.8705	24.4045	41.8838	9.9483	11.1082	25.3327	47.8357	52.4683	35.1327	47.5801	13.2615	15.1553	10.313
ABCD1	0.2798	0	0	0	0.1556	0.0197	0.1817	0.3838	0	0.1394	0.0308	0	0.0586	0	0.0526	0	0	0.0466	0	0	0	0.0823	0	0.0949	0	0	0.1492	0.1031	0	0	0.3073	0	3.7448	0.1125	0	0	0	0.2669	0.0208	0	0.4667	0	0.5034	0	0.0782	0.0963	0.0215	0	0.0403	0	0.0921	0.1394	0	0	0.1461	0	0	0.1021	0.8549	0	0.2466	0	0	0	0.251	0.0957	0.1678	0.1902	0.0952	0	0.2925	0.0462	0.1566	0	0.185	1.5187	0	0.2179	0	0.1844	0.1179	0.2191	0.139	0.8734	0	0	0.0105	0.053	0.1604	0.0321	0	0	0.0593	0.0458	0	0	0.0623	0.1634	0	0	0.2837	0	0.2511	0	0.0986	0.0589	0	0	0.0876	0	0.0723	0.1365	0.2321	0.0532	0	0.1003	0	0	0.041	0.0978	0.0866	0.0834	0.2259	0.0665	0.3713	0.0959	0	0	0.0697	0.0279	0.1105	0.065	0	0	0.3141	0	0.3859	0.0562	0	0	0	0.0354	0.023	0.0577	0	0.112	0.0359	0.042	0.0539	0.9545	0.0436	0.1148	0.0693	0	0	0	0	0.095	0.1573	0.0426	0	0.1626	0.2187	0.055	0.0977	0	0	0	0	0	0.0597	0.1624	0.0578	0.1522	0	0	0.0516	0	0.0877
CDC42	0	0	0	0	0	0	0	0.2604	0	0.4537	0.3038	2.7747	6.0518	7.1404	17.6474	18.0704	10.5055	22.0163	6.6963	14.0076	12.0321	19.2671	20.0235	7.0513	33.941	15.5754	31.8766	4.5256	0.2029	0	0	35.7257	0.4611	3.2873	19.8629	6.677	0.9295	0	59.1106	44.8563	64.2685	37.9688	95.6941	76.1659	21.5658	20.5528	10.457	17.6835	20.3957	29.7459	13.6855	15.3439	23.3157	44.1098	45.4774	17.0628	12.2976	23.224	1.6502	12.8611	47.4126	12.5475	19.799	27.7233	21.4796	15.1466	31.816	14.1048	15.0016	20.0445	12.9994	11.5941	13.4237	17.7357	18.6801	65.4934	50.7907	50.0045	32.2025	83.6267	20.168	15.6469	60.3621	49.1466	0	0	0.0263	0	0.1282	0	3.0886	0	3.3093	4.365	8.2181	6.7675	8.9741	9.1922	0.6118	3.2026	32.0588	4.202	24.9586	42.8732	2.356	7.1229	6.4804	1.7346	4.7841	2.4816	5.0307	6.3035	13.6003	5.873	11.274	8.4664	4.8596	1.0827	17.8561	7.5334	6.5223	7.8606	17.3118	6.0137	17.1114	0.0546	0.9148	0	1.9872	4.8582	4.2476	1.4983	0	0.4374	13.7681	16.3813	36.0673	16.8316	22.6767	19.2758	11.5326	2.3188	0.2302	1.5321	18.1548	10.4363	17.4446	9.4218	9.2489	2.492	5.9294	5.5414	7.7337	1.8312	17.6835	6.2726	8.2479	32.9183	11.0817	4.3076	33.2996	5.6475	26.6076	14.8817	38.999	29.7098	25.0888	57.0489	46.8399	8.8873	30.2646	25.973	37.7313	17.7881	29.1537	11.7262	12.2028	8.1999	8.9062
GBF1	2.4337	0.88	0.3902	1.2981	0.09	0.0649	0.197	0.3616	0.3728	0.8317	0.2554	0.1126	0.1927	0.1858	0.2438	0.2563	0.3068	0.6641	0.1567	0.3517	0.4823	0.2233	0.1566	0.1759	0.1994	0.259	1.1204	0.048	0	0.0055	0.0432	0.0819	0.1548	0.1025	0	0.1496	0.0932	0	0.0592	0.1614	0.1512	0.0992	0.0356	0.0528	0.3411	0.1066	0.0668	0.1176	0.1801	0.1682	0.1334	0.2939	0.1044	0.0224	0.1311	0.0173	0.0477	0	0.8323	0	0	0.1006	0	0.0165	0.047	0.3316	0	0.2108	0.087	0.1124	0.0498	0.5534	0.2251	0.3631	0.2031	0.124	0.1544	0.6319	0.1715	0.2755	0.2665	0.1979	0.5281	0.0393	0.6747	0.5174	0.1556	0.4579	0	0.0521	0.1372	0.4177	0.0809	0.0364	0.0974	0.1047	0.1555	0.3795	0.0986	0.0171	0.2022	0.0435	0.3408	1.1171	0.2022	0.0321	0.0737	0.0769	0.8297	0.1528	2.3854	0.0228	0.2145	0.0218	0.5982	0.6823	0.4446	0.4386	0.6459	0.4325	0.3155	0.4095	0.3607	0.0642	0.6132	0.0153	0.5227	0.1075	0.4548	0.2237	0.176	0.1335	0.1825	0.2677	0.5033	0.0716	0.3178	0.1809	0.07	0.31	1.0095	0.0391	0.0302	0.1376	0.685	0.4302	0.336	0.1607	0.5315	0.3971	0.4525	0.1105	0.5466	0.1652	0.4139	1.0631	0.2864	0.2119	0.2182	0.1579	0.0164	0.0186	0.0181	0.19	0.3119	0.149	0.612	0.7773	0.1391	0.0331	0.1714	0.184	0.1109	0.4606	0.1642	0.3109	0.1027	0.2158	0.0127
ADD1	3.0293	1.9423	5.5888	1.3782	0.6491	1.7395	2.4895	2.9738	1.5007	2.2608	9.0556	0.3809	0.5176	0.228	1.3747	0.3092	1.2031	1.2331	0.6338	1.1777	1.9732	2.2004	0.9153	3.0115	1.6214	1.2093	1.2734	0.5988	0.247	0.3787	0.4381	1.705	3.4335	1.8839	0.9998	0.8864	0	0.8618	1.7845	0.8973	0.6147	0.6421	1.6557	1.9545	1.093	1.6089	0.7091	0.9909	1.6868	2.1819	1.1544	1.6407	0.676	0.5207	0.8915	0.6546	0.8781	0.7311	4.7914	0.9145	0.3385	0.6587	1.6275	0.8426	2.8855	0.7925	0.4433	0	2.942	0.2381	2.0536	1.1995	1.517	1.7821	0.7873	0.6223	1.4837	1.8226	1.8472	1.6313	0.6776	0.6243	1.6723	0.7795	3.0366	0.7215	1.7833	2.9785	0.5066	1.6785	1.8967	7.1657	0.5206	0.7353	1.2007	1.9868	1.078	0.8052	0.524	0.5413	1.3418	0.2143	0.3674	3.3616	1.1369	0.459	0.5585	1.1423	1.7047	0.5897	0.6162	0.3333	1.9263	0.8848	1.6013	1.8944	2.2468	1.9193	3.261	1.6674	1.2968	1.4569	2.5803	0.1274	2.1592	1.7493	1.533	1.7266	2.3294	0.4495	1.0883	2.3669	4.4409	1.6614	0.5292	0.3746	1.2317	0.913	0.478	0	1.3055	1.3081	0.1659	0.962	0.6636	2.0422	2.6002	0.7011	1.3517	2.1728	7.591	2.0766	1.4048	1.5194	0.8295	0	1.8616	0.8832	1.0806	0.8238	0.271	0.2268	0.103	0.8647	0.6995	0.6589	1.1302	0.3961	0.9357	0.1216	0.393	0.2563	0.9168	1.5222	1.1004	1.9731	0.7929	1.6234	0.8873
PELP1	1.3895	0.3624	0.7528	3.3035	0.118	0.3276	0.5509	0.8972	0.5015	0.2702	0	0.1152	0	0.1336	0.1707	0.2193	0.1851	0.1556	0.0492	0.2273	0.4669	0.21	0.3577	0.4387	0.3605	0.4303	0.4788	0.5945	0	0	0.0141	0.024	0.3475	0.0622	0.1015	0.0838	0	0.631	0	0.4325	1.6704	0.3513	0.2197	0.4124	0.0674	0.2697	0.0707	0.2129	0.0826	0.0396	0.0431	0.3125	0	0.0093	0.9593	0	0	0.1201	0	0	0.0387	0.1271	0.5784	0	0.1593	0.0537	0.0604	0.3679	0.0452	0.0879	0.6048	0.1675	0.1129	0.5614	0.0732	0.0906	0.6661	1.209	0.051	1.0156	0.3309	0.9109	0.2845	0.2466	9.2691	0.5456	0.1346	0.3821	0.0625	0.1842	0.0246	0.0658	0	0.3933	0.5947	0.6043	0.343	0.4797	0	0.1787	1.6375	0.0549	0.5498	1.0277	1.1056	0.139	0.2532	0.6441	0.3396	0.0786	0.1509	0.1378	0.3163	0.1933	0.3109	0.1854	0.1189	0.6024	0.286	0.5626	0.2493	0.2769	0.2758	0.1866	0.1397	0.1334	0	0.3838	0.1683	0.3882	0.4668	0.487	0.1029	0.0337	0.8305	0.3061	0.5581	0.1198	0.2145	0.2133	1.1916	0.2549	0	0.0876	0.5112	0.3792	0.216	0.0869	0.7283	0.8871	0.3141	0.3039	0.6615	0	0.4343	0.5768	0.3959	0.2847	0.4862	0	0.7719	0.354	0.3933	0.1101	0.8188	0.847	0.7446	0.3205	0.1759	0.0471	0.0798	0.5333	0.2824	1.7586	0.2388	0.5669	0.5613	0.6264	0.3592
DNM1	0	3.5488	40.4038	0	0	4.5917	0	0.237	23.8167	2.0765	1.9719	0.1602	0	0.768	1.5863	0	0	1.0293	0.4819	0.7992	2.0551	3.6087	0	0.9824	0.4322	0	1.0692	0	3.9248	0	0.549	0	2.3464	0	0	1.7068	3.1523	0.6446	0.1396	0	0	0	0.281	0.1521	0	0	0	0	0	0	0	0	0.0382	0	1.2298	0.18	0.0864	0.1756	0.5634	0	0.3272	0.6221	0.5713	0.1562	0.2069	0.3561	0.3015	0	0.848	0	0.2068	0	0.5544	0.213	0.1125	0.1251	0.0387	0	0.0311	0.2481	0.767	0.6854	0.1934	0.2782	1.9921	2.2513	10.9767	3.9396	1.8948	1.6951	1.135	0.6521	0.3395	0.0937	0.435	0.8456	0.1149	0	0	0.7973	0	0.3908	0.6711	1.8274	0.7407	0.1262	3.5175	0.7535	0.4502	0.4496	0.7286	0.8491	0.7957	1.1315	3.4351	1.4332	0.711	3.3436	0.67	3.4728	0.6063	0.6903	1.2744	1.1422	1.5764	1.2269	1.994	1.3761	1.2068	1.5613	2.4821	0.8516	0.405	2.2285	0.8092	0	0	0.8591	0	0	0.6043	1.0528	0.5791	0.3565	0	0.9638	1.5302	0	0	0	1.0403	1.3543	0.8692	0.6329	0.8143	1.2509	2.1128	0	0	1.9145	0	0.0219	0	0.3647	1.1198	0.6655	0.5933	0	0	0	0	0	0.624	1.421	0	0.7995	0.123	3.249	0.3381
HTRA1	0.325	0	0	0.016	0.1163	0	0.0896	0.1222	0.0819	0	0	0.1614	0.0632	0.1234	0	0.061	0.1643	0.0795	0	0.0464	0.0522	0.1624	0.1667	0.0775	0.0578	0.1336	0	0.0956	0	0	0	0	0	0	0	0	0	0.2967	0	0.1549	0	0.0738	0.4051	0	0	0.1714	0.1703	0.5565	0	0	0.0394	0	0.0596	0.1874	0.1251	0.0935	0.8711	0.162	0	0.0589	0	0.131	0	0	0	0	0.1674	0.2688	0	0.0869	0.335	0.0827	0.0948	0.2882	0.2576	0.0605	0	0	0.4186	0	0	0	0	0	0	0	0	0	0	0	2.5239	0	0.043	0.2197	0.0883	0.1175	0.0885	0.2227	0	0	2.68	0.0406	0.129	0.0384	0.0395	0.1839	0.1981	0.2547	0.0304	0	0	0	0.7753	0.1499	0.5307	0.0553	0.039	0	0.0257	0.1416	0.42	0.2471	0	0.0834	0.0326	0	0	0	0	0.0244	0.057	0.1271	0	0	0.4836	0.5236	0.6862	0.076	0.0366	0.0218	0.2775	0.2713	0	0.0487	0.107	0.0625	0.011	0.0247	0.1145	0	0	15.1808	0.0374	0	0.0444	0.1664	0.0885	0.2514	0.4423	0.2439	0	0	0.2319	0.0513	0.0449	0.4502	0.3944	0.2489	0.0869	0	0	0.5066	0.1614	0.14	0.0231	0.2915	0.7234	0.1743	0.1305
HSD17B4	0.8358	0.72	0.3277	4.984	8.7668	4.3133	5.5263	5.6003	4.963	4.4804	1.6565	1.4499	4.4883	3.2425	110.517	122.5145	83.013	6.7168	7.7213	4.597	20.8132	17.6827	5.7811	5.3025	3.8166	4.1713	20.2369	3.2341	1.9079	2.65	8.4404	22.6692	10.2259	3.2883	3.9217	7.175	2.9214	2.6985	19.8837	17.3294	9.1432	9.3326	16.7009	10.1124	27.9178	8.2663	6.4562	21.4608	23.1857	25.8795	11.6451	5.3094	8.3679	16.287	56.6513	5.2637	1.8434	3.2967	7.4786	6.5704	2.5815	4.1415	3.4876	3.6061	5.7201	2.8483	11.8051	12.9665	3.5477	4.2752	16.6277	9.638	5.9687	10.365	61.4808	32.6532	12.4168	183.278	154.2785	29.1179	143.2777	104.3397	28.8373	14.21	5.3588	1.659	0.6374	3.5829	2.5403	1.8276	0.6423	9.4725	2.2009	1.293	84.8106	8.0679	100.5514	124.8964	2.2346	6.6184	9.8378	4.1547	15.9477	22.3077	7.2148	2.568	4.4209	1.4243	16.2201	10.5332	3.0101	9.1527	6.5867	71.9919	17.7056	4.4318	10.9372	2.788	114.8641	3.9346	19.5906	153.9403	3.8733	60.4765	103.4188	1.7477	3.5869	3.9563	8.2297	2.2076	42.5926	3.3859	1.3473	1.8491	2.6036	3.6161	13.2466	6.3233	6.6582	2.5591	28.5609	4.055	1.0051	3.7063	6.5245	6.2845	5.2542	2.5203	3.9961	4.4583	1.737	1.5236	6.5604	0.6568	5.7651	11.9606	2.6003	10.8532	6.9839	1.6471	6.8984	45.5446	4.466	17.3827	13.686	7.3057	9.3317	8.1009	4.1061	6.7525	16.2013	5.6778	13.5868	18.5627	12.3929	14.1151	2.9164	98.162	44.9134
FPGT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TXNDC12	1.5279	0	1.3005	0	0.7338	0	2.1833	2.0724	0	5.8672	0.2092	3.6897	5.3865	2.6661	9.4219	6.1084	5.9899	12.405	3.7455	8.9572	3.9181	4.8861	8.0963	1.2037	0.3769	3.3044	1.0308	1.8079	2.5857	0	0	9.15	2.1472	2.6503	0.9677	2.2515	1.7901	0	2.2728	3.8252	5.3238	2.6107	9.7696	4.9286	1.8566	4.6764	3.373	7.7916	8.4167	5.8838	3.1854	1.0254	2.4925	3.1922	5.0674	4.4057	0.9307	2.9576	0	3.549	3.3001	12.228	1.1089	0.7874	4.6217	3.0512	2.9826	8.4668	3.1382	1.5855	4.6599	12.1582	4.8223	13.7111	5.258	4.3342	4.2923	5.1782	1.8692	5.0888	2.8043	5.6783	4.2588	6.3272	0	1.0849	0	0	0	1.8799	2.0294	1.8474	1.2423	0.7194	4.3386	2.3267	5.3008	4.3902	0.4826	2.2727	6.6029	6.5868	3.086	1.8714	6.0894	1.6574	2.6825	4.5839	2.7139	2.563	2.7568	2.1182	6.2112	7.7042	8.4724	3.6642	3.7861	8.4587	2.4762	6.1043	4.5732	0.9175	6.5736	3.4182	0.7077	0.1492	2.0554	0	0.1563	3.8831	5.6314	6.6537	3.1732	0.3489	4.8337	5.3619	9.6697	3.2268	1.5509	1.78	3.4659	3.6351	0.2206	1.4133	3.6382	5.645	2.5215	1.1998	3.6054	5.0471	3.5755	1.017	1.8999	0.476	3.5077	4.538	2.8063	5.4509	5.5536	0.7409	1.3239	1.2298	2.2219	2.3283	1.524	0.3367	5.4681	3.9821	1.105	0.2234	1.5252	2.8835	2.6725	2.3512	1.4546	2.7774	3.5134	1.8857	1.3284
HIST1H2BA	19.3131	334.8592	0	5.0809	78.7575	10.9205	95.4327	7.0844	24.8118	24.1902	63.2513	58.5362	13.1378	203.8718	392.3935	190.5416	47.6322	655.2777	232.7612	569.1771	332.3128	603.7307	0	177.9218	46.6204	700.6312	60.5005	53.9588	0	23.7328	25.2573	29.6498	27.9724	26.7314	18.0998	16.7925	0	0	23.4683	22.6764	31.6194	8.6003	30.5384	25.9326	28.5334	20.0477	6.6732	17.9068	13.5933	32.9619	9.1416	54.4589	50.5745	21.4376	45.0919	44.3594	42.9585	36.3044	0	27.9889	0	22.9689	28.077	0	20.0263	18.1093	0	12.4147	0	54.4445	22.4147	89.6448	15.4261	10.5344	57.6656	82.2869	27.9024	71.7846	38.5355	98.6126	46.6107	46.5091	83.7957	46.8901	16.5864	0	1138.5237	0	0	0	0	0	36.0095	76.1447	58.0968	125.0082	147.4115	70.6705	51.4723	41.4177	277.672	166.7347	263.8137	0	210.1871	143.7854	418.0477	145.4698	279.3684	234.727	148.0949	160.8922	0	134.8775	208.6747	342.5225	234.2758	394.4937	356.5585	400.9023	483.2587	349.404	493.9684	285.0339	452.8006	253.5642	625.5153	58.3583	256.4626	320.5528	298.3513	376.6235	313.5359	254.505	215.466	307.5477	154.715	125.5856	27.0412	247.8539	195.8584	484.345	0	68.2075	180.547	219.5486	273.1061	0	362.422	935.7116	481.8926	88.5951	0	7.6844	198.9645	143.221	670.5049	349.8881	494.9478	0	33.6263	39.5171	48.4453	20.6057	120.1569	68.3589	400.2984	350.0234	46.927	14.0543	35.383	94.3746	336.0075	60.8648	19.6263	74.2516	25.6667	30.1424	83.3041
USP10	2.9987	0.8018	3.7815	4.9483	0.5412	1.4145	1.6623	24.329	0.8308	1.1176	1.2415	0.0088	0.5355	0.9367	0.8339	1.8283	1.9798	1.2661	1.2672	0.7442	2.401	1.2832	0.5839	2.1824	1.8005	1.4004	4.9032	1.0104	2.1164	2.3017	2.7491	0	4.712	1.5535	1.6634	2.8485	2.1872	1.6849	0	6.4214	1.0833	0.7695	1.252	1.7193	1.7584	1.0398	0.3443	1.467	0.1603	1.5842	0.5097	0.8265	0.9506	2.3071	4.6238	0.1779	1.9886	1.3105	2.9076	1.671	0.0953	0.5143	0.7083	0.3296	0.6133	0.7663	1.6384	6.994	1.9762	0.9108	1.4519	1.4896	3.8486	3.3641	1.4382	0.9428	0.7577	0.8574	0.576	1.6332	13.4776	8.3348	2.5645	0.0852	1.7254	0.2753	1.0406	0.7973	0.025	0.1057	0.1197	0.2757	0.1973	0.345	0.8128	7.9906	2.8872	0.7316	0.2298	0.1243	1.2654	0.0282	2.8626	1.0854	1.0759	1.6395	1.2501	0.6941	0.8511	0.2993	0.4674	0.672	4.6866	0.2642	0.3918	0.412	0.2302	0.1291	2.0219	1.0284	0.9414	0.582	0.9158	0.7992	1.6429	0.2248	1.0095	0.4905	0.4122	0.2393	0.9046	1.1745	0.3783	2.0349	1.4026	0.5587	1.4582	1.1623	0.132	0.2833	0.3856	0	0.3276	0.2111	1.029	1.3011	0.6193	0.3587	0.9775	0.1835	1.1172	7.0743	1.1775	0.0423	0.4151	0.0717	3.0277	1.933	1.5884	0.2255	0.9153	1.0868	3.7523	1.6279	3.6686	1.6247	1.0637	4.5995	1.5457	0.2137	1.6981	1.783	0.1341	3.2458	1.1757	0.3224	0.4273	0.3486	0.6859
TMEM201	0.5896	0.2426	0.5632	0.3046	0	0.3943	0.1152	0	0	0.155	0.2142	0.0328	0.0546	0.061	0.0689	0	0.0762	0.0694	0.0272	0.0696	0.1629	0.2203	0.2615	0.6994	0.3209	0.8996	0.1941	0.1147	0.143	0.263	0	0.5383	0.2661	0.2489	0.2359	0.2806	0.3586	0.0277	0.3152	0.3303	0.3267	0.1147	0.6443	0.2883	0.2085	0.079	0	0.0565	0.0803	0.0463	0.0566	0.1331	0.0445	0.1043	0.1677	0.062	0.0786	0.0595	0.0923	0.1109	0	0.1218	0.1732	0.3512	0.0963	0.1041	0.0401	0	0.0657	0.0905	0.0216	0.0172	0.1136	0.0532	0.3031	0.088	0.0804	0.1994	0.088	0.1478	0.1221	0.8665	0.1244	0.0972	0.1225	0	0.0398	0.0431	0	0.4211	0	0	0	0	0	0.0384	0	0	0	0	0	0	0.2707	0.1502	1.1886	0.0643	0.0514	0.1746	0.5171	0	0	0	0	0	0.0478	0.088	0.0541	0.0821	0.5951	0.1566	1.8708	0.1249	0.0894	0.0514	0.0535	0.0555	0.3343	0	0.0645	0.0468	0.0877	0.0879	0.0853	0.1049	0.1464	0.0645	0.1822	0.0521	0.0323	0	0.0842	0.1378	0.0536	0	0.1878	0.3183	0.1739	0.0885	0.2142	0.1004	0.1964	0.6441	0.6384	0.0158	0.6298	0	1.7005	0.0739	0.0668	0.142	0	0.1106	0.2287	0.2089	5.4601	0.3212	0.1847	0.1203	0.223	0	0.0574	0.1219	0.0815	0.2327	0.081	0.4852	0	0.1093	0.331
METAP2	0.6601	0	0	1.2258	0.1519	0.1525	0.5439	0.4004	0.6241	0.103	0.0431	0.0699	0.2544	0.0584	0.253	0.3282	0.0645	0.1134	0.0467	0.7404	0.2892	0.1745	0.1975	0.1759	0.7258	0.2698	0.4574	0	0.0992	0.439	0.2815	0.8477	0.6938	0.4054	0	0.3041	0.3559	0.2679	0.4334	0.3522	0	0.3044	0.599	0.4023	0.1532	0.4017	0.2297	0.4752	0.8331	0.5682	0.383	0.5031	0.5623	0.0558	0.5318	1.3681	0.4813	0.9234	2.1816	3.1401	0.4139	0.5841	0.3633	1.1556	0.8234	0.5653	0.6145	1.0295	0.4658	0.5563	0.6005	0.234	0.4209	0.1736	0.3691	0.4316	0.401	1.3334	0.1539	0.3963	0	0.4563	0.437	1.2205	1.1756	0	0.1373	0.4948	0.0449	0.0825	0	0.3183	0	0.1387	0.4651	0.2345	0.4959	0.2924	0.0387	1.7944	0	0.0735	0.9317	1.6074	0.0949	0.1532	0.0382	0	0.5286	0.3107	0.099	0.149	0.1243	0.0979	0.9567	0.9658	0.4903	0.0708	0.2864	0.5233	0.1468	0.9646	2.4431	0.2647	0.9154	0	0.3129	0.16	0.7006	0.4603	0.9451	0.2635	0.0738	0	0.1339	0.3027	0.7022	0.4425	0	0.0522	0.6659	0	0	0.7129	1.6367	0.5593	0.1312	0.1206	0.2858	0.5955	0	0	0.3214	0	5.3656	0.852	0.3004	0	0.5541	0.1016	0	0.2775	0.3045	0.7346	0.5828	0	0.7368	0.5841	0	0.2658	0	0.3377	0.4263	0.8002	0	0.4157	0	0	0.5465
CANT1	0.1038	0	0.1405	0.9554	0	0.6512	0	1.1271	0.2745	0.7197	0	0	0.2722	0.0748	1.69	0.7528	0.1617	0.3336	0.2365	0.1739	0.693	0.7048	0.4414	0.0666	0.12	0.6901	0.0843	0.2998	1.7148	0.8381	1.3256	2.5037	3.6107	0.7376	0.6674	2.6462	1.1148	0.3782	0.9996	0.4173	1.1021	0.5776	0.6945	1.2327	21.0394	1.113	0	0.6689	1.0716	0.1772	1.2866	0.8425	1.6347	0.3359	0.1443	0.4531	0	0.2312	1.5026	0.6773	0.3499	0.19	0.3918	1.7292	0.1506	0.0894	1.6366	0.8558	0.8293	2.5728	0.357	27.4143	0.548	0.9322	0.693	0.6573	0.6783	1.3433	0	1.6419	0.6596	0.7036	1.1552	0.6203	0	0.1431	0	0.0296	0.1869	0.278	0.0842	0.0506	0.2981	0.1128	0.3705	1.0485	0.2185	0.4655	0.3448	0.6291	0.1206	0.3176	0	2.7415	1.006	0	0	0	1.1939	0	0	0.2994	0.1365	0	0.2014	1.1021	0.3255	0.2021	0.4601	1.0681	1.456	0.095	0.3376	0	1.435	0	0.0312	0	0	0.0206	0.0956	0	1.1828	0.3197	0.2317	0.3222	0.1847	0	0.0703	0	0.3368	0.3585	0	0.1406	0.9704	2.6353	0.5092	0.3119	3.4949	0.8399	0	0.6614	0.049	0.0972	0.3689	0.6803	0.1212	1.0235	0	0	0.0798	0	0.6774	1.645	0.088	0	0	0.2034	0.1741	0	0.2586	0.5554	0.1746	0.0795	0.1781	0	1.8188	0	0.2893
